I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
108,95,-13,-102,61,41,57,7,-1,-11,86,35
110,95,-15,-102,62,40,54,8,-1,-9,89,37
105,95,-10,-100,57,43,48,9,1,-8,85,34
103,96,-7,-100,55,45,44,10,2,-7,88,30
99,97,-3,-98,51,47,40,9,4,-9,80,26
97,97,1,-97,48,49,37,8,6,-10,76,23
98,100,3,-99,48,51,31,6,6,-11,69,25
98,99,1,-99,49,50,27,3,7,-12,64,27
106,98,-8,-102,57,45,26,2,6,-10,73,31
106,97,-10,-102,58,44,28,1,7,-8,74,34
104,96,-8,-100,56,44,35,4,8,-5,80,33
106,95,-10,-101,58,43,33,5,8,-2,83,33
105,93,-12,-99,59,40,28,5,8,-1,79,30
108,93,-15,-101,62,39,27,5,5,-1,81,31
109,94,-15,-102,62,40,28,2,4,-5,72,35
108,93,-14,-100,61,40,29,3,5,-5,72,36
106,93,-13,-99,60,40,28,5,6,-4,74,39
104,93,-11,-98,57,41,25,7,8,-3,71,39
108,97,-11,-102,59,43,21,10,7,-1,79,41
111,101,-10,-106,60,46,20,8,5,-1,77,43
115,105,-10,-110,63,48,22,7,3,-1,82,42
118,110,-8,-114,63,51,20,6,3,0,85,43
115,114,-1,-115,58,56,17,5,7,-1,83,41
116,114,-2,-115,59,56,16,5,8,2,88,39
114,111,-3,-112,59,54,15,4,9,3,81,37
113,105,-8,-109,61,48,13,2,7,2,78,32
114,99,-15,-106,64,42,8,-2,3,-1,73,29
111,95,-16,-103,64,39,5,-4,2,-5,65,26
112,95,-18,-104,65,38,2,-4,0,-6,67,25
110,94,-15,-102,63,39,4,-5,0,-7,61,26
107,94,-12,-100,60,41,12,-2,0,-5,62,27
106,98,-8,-102,57,45,10,-2,-3,-4,63,26
104,103,0,-104,52,51,4,-2,-4,-6,61,21
104,104,0,-104,52,52,1,-1,-7,-6,65,19
100,99,-1,-100,51,49,1,-1,-11,-10,57,18
97,93,-4,-95,50,44,0,-2,-14,-13,56,17
94,86,-8,-90,51,39,-5,-5,-19,-16,56,19
91,80,-11,-85,51,35,-13,-7,-20,-19,52,19
92,76,-16,-84,54,30,-23,-7,-21,-20,58,19
92,76,-16,-84,54,30,-31,-10,-27,-23,54,16
92,77,-15,-85,54,31,-34,-13,-35,-26,55,10
93,75,-18,-84,56,29,-43,-17,-43,-29,54,6
90,69,-21,-79,55,24,-51,-21,-49,-33,47,1
92,66,-27,-79,60,20,-55,-24,-54,-36,46,0
94,64,-30,-79,62,17,-56,-27,-57,-43,34,1
93,61,-32,-77,62,15,-56,-27,-60,-45,32,-1
91,59,-32,-75,62,13,-59,-28,-63,-45,31,-1
86,55,-31,-71,59,12,-62,-29,-64,-48,25,-3
86,54,-32,-70,59,11,-66,-29,-64,-48,28,-4
85,52,-33,-68,59,9,-62,-31,-62,-51,22,-6
86,50,-36,-68,61,7,-51,-31,-59,-52,24,-10
87,48,-39,-68,63,5,-44,-29,-55,-51,25,-10
84,46,-39,-65,61,4,-37,-26,-47,-50,21,-11
82,45,-38,-64,60,4,-27,-20,-39,-47,25,-10
77,44,-33,-61,55,6,-13,-14,-27,-48,21,-9
77,44,-33,-61,55,6,-2,-10,-19,-45,22,-11
83,45,-37,-64,60,4,5,-8,-14,-41,21,-13
86,48,-39,-67,63,5,11,-7,-8,-39,17,-12
96,53,-43,-74,69,5,14,-4,-4,-35,24,-6
99,56,-43,-77,71,7,20,-3,0,-31,26,0
100,58,-42,-79,71,8,28,-1,4,-25,38,4
101,58,-43,-79,72,8,29,2,7,-20,45,7
97,56,-41,-77,69,8,27,7,12,-17,47,4
99,57,-42,-78,71,7,27,10,14,-14,52,4
99,57,-42,-78,71,8,30,11,17,-16,44,4
98,58,-40,-78,69,9,32,14,19,-12,45,4
98,60,-38,-79,68,11,31,18,21,-7,46,6
97,62,-35,-79,66,13,30,22,25,-4,44,9
101,65,-35,-83,68,15,25,26,28,0,51,14
100,70,-29,-85,65,20,27,28,32,3,51,19
98,76,-22,-87,60,27,34,32,37,10,60,23
95,76,-19,-86,57,28,33,34,41,15,66,27
87,69,-18,-78,53,26,28,35,44,18,68,27
83,65,-18,-74,51,24,24,34,44,21,73,27
76,62,-14,-69,45,24,21,29,43,19,67,26
69,59,-10,-64,40,25,22,24,41,19,68,24
64,57,-6,-61,35,25,24,18,38,19,67,24
55,54,0,-55,28,27,22,14,36,18,62,21
50,53,3,-52,24,28,14,13,33,20,65,18
42,47,5,-45,19,26,14,11,30,15,60,13
34,38,4,-36,15,21,21,10,27,11,61,5
30,31,0,-31,15,16,17,8,22,7,57,1
24,23,-2,-24,13,11,9,5,19,3,46,-3
22,18,-4,-20,13,7,5,5,16,3,47,-3
18,14,-4,-16,11,5,5,4,15,3,40,-1
14,14,0,-14,7,7,4,4,14,2,39,-2
10,17,6,-13,2,11,-1,2,12,1,35,-3
6,18,12,-12,-3,15,-5,1,11,0,30,-2
7,20,13,-13,-3,17,-12,1,9,3,35,2
6,21,15,-14,-4,18,-13,0,7,3,32,6
8,23,15,-16,-3,19,-8,-1,4,5,39,9
8,24,16,-16,-4,20,-12,-4,1,6,42,12
2,23,20,-13,-9,22,-20,-7,-1,5,39,12
2,24,22,-14,-10,23,-22,-9,-3,6,44,12
1,26,25,-14,-12,25,-20,-14,-4,4,38,11
-3,24,27,-11,-15,26,-18,-16,-4,5,37,7
-9,21,30,-6,-20,25,-20,-20,-5,4,33,2
-14,16,30,-1,-22,23,-21,-23,-6,2,28,-3
-12,12,24,0,-18,18,-24,-26,-8,1,35,-7
-12,10,22,1,-17,16,-24,-28,-11,-1,29,-9
-11,8,18,1,-14,13,-21,-27,-12,-2,28,-12
-6,9,15,-1,-11,12,-23,-26,-14,-2,28,-10
-4,10,14,-3,-9,12,-25,-24,-13,-2,26,-7
0,14,13,-7,-6,13,-28,-22,-13,-1,32,-5
2,18,16,-10,-7,17,-31,-22,-14,-3,28,-3
5,23,18,-14,-6,20,-31,-22,-13,-2,28,-3
9,29,20,-19,-5,25,-31,-24,-12,-2,26,-2
7,33,26,-20,-9,30,-35,-30,-13,-5,18,-6
7,38,31,-22,-12,34,-46,-40,-17,-9,18,-11
0,40,40,-20,-20,40,-46,-58,-21,-19,4,-21
-8,42,49,-17,-28,45,-38,-79,-25,-30,-5,-37
-18,37,54,-9,-36,45,-29,-98,-27,-42,-22,-61
-34,25,59,4,-47,42,-17,-114,-26,-55,-45,-96
-49,8,57,20,-53,33,6,-120,-21,-70,-71,-145
-69,-15,54,42,-61,20,36,-121,-12,-89,-115,-206
-94,-46,48,70,-71,1,76,-116,4,-107,-163,-282
-123,-83,39,103,-81,-22,121,-108,23,-125,-223,-367
-160,-130,30,145,-95,-50,173,-98,49,-142,-288,-466
-198,-183,15,190,-106,-84,230,-83,79,-156,-348,-572
-244,-244,0,244,-122,-122,294,-65,116,-169,-418,-691
-294,-310,-16,302,-139,-163,366,-40,159,-177,-480,-819
-346,-383,-37,364,-154,-210,426,-12,200,-181,-547,-946
-404,-463,-59,433,-172,-261,479,19,241,-185,-620,-1075
-453,-533,-81,493,-186,-307,515,50,283,-177,-674,-1175
-501,-600,-99,550,-201,-349,539,78,327,-166,-731,-1255
-520,-648,-128,584,-196,-388,552,123,373,-125,-740,-1269
-517,-682,-165,599,-176,-423,553,178,419,-63,-722,-1231
-487,-703,-216,595,-136,-460,537,250,461,13,-654,-1134
-429,-711,-282,570,-74,-496,505,337,499,104,-537,-988
-369,-686,-317,527,-26,-502,471,410,536,200,-393,-815
-301,-635,-334,467,17,-484,435,475,571,306,-210,-620
-241,-566,-325,404,42,-446,387,521,601,410,-30,-430
-192,-486,-294,339,51,-390,334,553,627,513,150,-246
-138,-393,-255,266,59,-324,280,569,638,596,310,-81
-90,-294,-204,192,57,-249,227,568,639,659,439,65
-47,-201,-154,124,54,-177,182,555,627,702,543,173
-10,-113,-104,61,47,-108,140,528,605,725,615,251
16,-48,-64,16,40,-56,102,487,568,719,646,290
38,2,-37,-20,38,-18,64,436,518,691,653,300
51,35,-16,-43,34,9,39,382,463,642,620,291
61,55,-6,-58,34,24,26,329,404,580,573,268
68,69,0,-68,34,34,11,285,349,516,517,246
70,74,4,-72,33,39,-1,247,298,450,455,222
77,81,4,-79,37,42,-10,214,251,391,406,207
79,85,6,-82,37,46,-17,182,208,331,353,196
80,85,5,-83,38,45,-21,153,171,280,313,181
80,83,3,-82,38,43,-27,124,138,233,273,164
72,83,11,-78,31,47,-32,99,112,191,236,146
68,87,19,-78,25,53,-40,79,90,157,209,130
59,89,29,-74,15,59,-43,61,72,126,175,114
53,90,36,-72,9,63,-39,49,56,102,151,100
51,88,37,-69,7,62,-43,41,41,83,131,92
46,81,34,-63,6,57,-50,37,29,66,112,84
47,73,26,-60,11,49,-56,32,17,51,101,81
44,63,19,-54,13,41,-61,24,8,32,82,78
44,56,11,-50,16,34,-59,16,-1,18,71,73
45,51,6,-48,19,29,-56,6,-9,5,59,67
40,49,9,-44,16,29,-59,-2,-13,-7,44,59
38,52,13,-45,13,32,-67,-8,-18,-14,38,53
34,53,18,-43,8,36,-70,-14,-20,-21,25,47
32,53,21,-43,6,37,-68,-18,-23,-23,21,43
32,52,19,-42,7,36,-71,-20,-26,-24,17,39
29,47,18,-38,6,32,-73,-20,-28,-24,10,32
33,44,11,-39,11,27,-74,-20,-33,-24,10,29
35,41,6,-38,15,23,-74,-23,-37,-29,-1,25
35,37,1,-36,17,19,-70,-25,-40,-33,-5,25
35,33,-2,-34,18,16,-68,-29,-44,-38,-14,29
28,32,3,-30,13,17,-68,-29,-45,-41,-19,29
24,34,9,-29,7,22,-74,-25,-45,-39,-13,29
21,37,16,-29,3,27,-76,-29,-47,-41,-18,25
24,43,19,-34,2,31,-74,-35,-50,-42,-17,20
32,49,17,-41,7,33,-78,-39,-54,-42,-17,22
39,53,14,-46,12,34,-82,-42,-57,-42,-19,27
45,55,10,-50,17,33,-83,-40,-58,-38,-12,32
43,54,11,-48,16,32,-80,-38,-55,-37,-13,37
39,52,13,-46,13,33,-77,-37,-56,-36,-11,34
34,52,18,-43,8,35,-76,-41,-60,-37,-17,29
30,50,20,-40,5,35,-76,-43,-60,-39,-25,22
34,51,16,-43,9,34,-79,-43,-61,-38,-26,17
35,49,14,-42,10,32,-78,-46,-62,-39,-35,14
37,47,10,-42,14,29,-74,-47,-64,-38,-34,12
35,44,9,-40,14,26,-75,-47,-65,-37,-35,12
27,39,11,-33,8,25,-76,-44,-63,-36,-38,12
25,35,9,-30,8,22,-77,-41,-63,-34,-34,14
20,29,9,-25,6,19,-77,-39,-62,-34,-39,17
18,28,10,-23,4,19,-75,-39,-64,-33,-38,18
17,31,13,-24,2,22,-74,-43,-66,-33,-41,22
12,33,21,-22,-4,27,-75,-46,-69,-34,-45,22
10,37,27,-24,-9,32,-80,-50,-74,-33,-41,23
9,41,32,-25,-11,36,-79,-52,-76,-32,-44,23
14,45,31,-29,-8,38,-73,-51,-78,-28,-39,22
18,45,26,-32,-4,35,-74,-50,-79,-24,-37,22
18,40,21,-29,-1,31,-76,-48,-79,-20,-37,21
21,36,15,-29,3,26,-76,-47,-80,-18,-33,20
18,31,13,-24,3,22,-76,-48,-81,-20,-40,19
17,30,12,-24,3,21,-73,-50,-82,-21,-40,18
17,32,14,-25,2,23,-72,-54,-85,-24,-45,20
14,32,18,-23,-2,25,-74,-56,-84,-25,-51,18
15,34,20,-25,-2,27,-80,-55,-84,-23,-48,17
14,35,21,-25,-3,28,-81,-54,-85,-24,-55,15
17,37,19,-27,0,28,-76,-49,-88,-24,-54,13
20,39,19,-30,0,29,-79,-49,-89,-23,-53,15
18,42,23,-30,-2,32,-83,-52,-89,-21,-52,18
21,47,26,-34,-3,37,-84,-53,-89,-19,-45,19
19,52,33,-36,-7,43,-83,-54,-87,-20,-47,16
18,54,36,-36,-9,45,-78,-53,-87,-20,-46,14
16,55,38,-36,-11,46,-72,-53,-89,-21,-52,16
12,51,38,-32,-13,45,-70,-51,-87,-19,-55,15
12,47,35,-30,-11,41,-71,-49,-84,-13,-47,16
10,43,32,-26,-11,38,-70,-50,-84,-15,-50,16
11,39,28,-26,-8,34,-65,-51,-86,-18,-47,12
12,38,26,-25,-7,32,-67,-52,-87,-21,-50,11
9,37,27,-23,-9,32,-69,-52,-86,-23,-57,8
12,40,27,-26,-7,34,-72,-52,-87,-24,-55,10
13,45,32,-29,-9,38,-75,-54,-88,-28,-60,13
14,49,34,-31,-10,41,-75,-55,-90,-28,-57,13
15,52,37,-33,-11,44,-75,-58,-92,-29,-57,15
13,54,40,-34,-13,47,-76,-58,-91,-32,-60,15
16,58,41,-37,-12,49,-78,-55,-90,-33,-57,17
15,59,44,-37,-15,52,-78,-56,-89,-35,-61,16
14,60,46,-38,-15,53,-73,-56,-88,-34,-56,13
16,60,43,-38,-13,51,-73,-58,-90,-36,-57,9
17,55,38,-36,-10,46,-75,-60,-93,-41,-61,1
24,55,31,-40,-3,43,-75,-61,-95,-44,-62,-1
28,55,26,-42,1,40,-74,-63,-96,-51,-75,-1
29,54,25,-42,2,40,-69,-64,-95,-53,-77,-1
25,55,29,-40,-2,42,-64,-66,-94,-55,-81,0
20,51,31,-36,-5,41,-64,-69,-92,-58,-86,0
20,48,28,-34,-3,38,-69,-72,-91,-60,-83,1
20,47,27,-34,-4,37,-69,-77,-90,-62,-90,0
23,49,25,-36,-1,37,-65,-79,-88,-60,-89,-3
26,52,26,-39,0,39,-65,-81,-89,-62,-89,-1
25,55,29,-40,-2,42,-66,-81,-90,-64,-88,0
27,57,30,-42,-2,44,-65,-80,-89,-62,-81,3
23,58,34,-41,-5,46,-63,-78,-87,-59,-83,5
21,56,35,-38,-7,45,-59,-78,-85,-57,-81,3
17,53,36,-35,-9,45,-57,-80,-83,-57,-87,1
14,52,37,-33,-11,44,-58,-82,-82,-58,-95,-2
18,53,35,-36,-8,44,-62,-84,-82,-58,-96,-3
16,54,37,-35,-10,46,-58,-86,-82,-60,-104,-3
15,55,39,-36,-12,47,-45,-85,-81,-59,-102,-4
15,55,40,-35,-12,47,-42,-84,-82,-56,-102,-3
11,51,39,-31,-14,45,-43,-83,-81,-53,-102,-6
14,49,35,-31,-10,42,-43,-80,-78,-50,-98,-5
14,45,31,-30,-8,38,-42,-78,-73,-51,-105,-4
16,44,27,-30,-5,35,-39,-77,-72,-52,-106,-5
18,43,25,-30,-3,34,-37,-79,-75,-54,-111,-4
15,42,27,-29,-6,35,-37,-79,-74,-55,-113,-4
14,45,31,-30,-9,38,-40,-77,-74,-52,-107,-1
11,46,35,-29,-12,40,-41,-77,-72,-52,-108,2
11,47,36,-29,-12,42,-37,-76,-72,-49,-100,5
14,50,36,-32,-11,43,-38,-77,-71,-49,-99,6
15,53,37,-34,-11,45,-40,-78,-69,-50,-100,2
18,54,35,-36,-8,44,-41,-78,-68,-50,-97,0
15,50,34,-33,-9,42,-42,-80,-68,-54,-106,-4
16,47,31,-32,-7,39,-38,-80,-68,-55,-107,-7
17,44,27,-31,-5,36,-35,-80,-69,-58,-114,-8
15,40,25,-28,-4,32,-32,-80,-66,-60,-120,-9
17,38,21,-28,-2,29,-34,-79,-62,-58,-118,-7
16,35,18,-26,-1,27,-31,-77,-59,-58,-120,-4
18,33,15,-26,2,24,-25,-74,-56,-55,-111,-2
16,31,15,-24,1,23,-24,-70,-55,-51,-105,0
10,28,18,-19,-4,23,-22,-65,-53,-47,-101,-1
9,29,19,-19,-5,24,-22,-61,-52,-44,-93,0
7,28,21,-18,-6,25,-21,-58,-51,-44,-96,0
9,29,20,-19,-6,25,-16,-54,-49,-43,-94,1
11,32,20,-22,-4,26,-10,-51,-46,-42,-98,5
9,28,19,-19,-5,24,-9,-48,-43,-40,-99,6
8,23,15,-16,-3,19,-13,-46,-40,-33,-89,10
7,14,7,-11,1,10,-13,-44,-37,-29,-87,11
11,3,-8,-7,10,-2,-7,-41,-36,-24,-75,10
12,-9,-21,-2,17,-15,-4,-38,-34,-20,-71,11
9,-24,-34,7,22,-29,0,-33,-30,-17,-71,9
10,-34,-45,12,27,-39,2,-26,-27,-12,-65,12
7,-44,-51,18,29,-47,3,-20,-23,-9,-68,16
7,-51,-58,22,33,-55,5,-16,-21,-5,-62,16
7,-57,-64,24,36,-61,7,-16,-20,-5,-61,15
4,-60,-65,28,35,-63,7,-13,-18,-2,-59,14
4,-60,-64,28,34,-62,4,-8,-16,4,-50,15
3,-59,-63,28,33,-61,5,-6,-15,5,-51,14
7,-57,-65,24,36,-61,9,-4,-15,7,-44,13
7,-57,-64,25,36,-60,12,-2,-14,10,-42,13
1,-60,-61,29,31,-60,15,3,-10,13,-40,9
4,-61,-65,28,34,-63,17,6,-8,16,-36,6
7,-63,-70,28,39,-67,18,8,-7,16,-43,1
6,-67,-74,30,40,-71,23,14,-5,17,-41,-2
2,-73,-75,36,39,-74,29,22,-3,17,-42,0
-1,-77,-77,39,38,-77,30,26,-2,18,-41,-1
2,-78,-81,37,42,-79,24,28,-4,20,-31,0
1,-79,-80,39,41,-80,26,34,-3,20,-32,2
0,-80,-80,39,41,-80,32,43,0,20,-26,4
-2,-81,-79,42,39,-80,35,49,2,24,-22,8
-9,-86,-77,47,34,-82,38,54,6,30,-18,11
-9,-88,-80,48,36,-84,40,59,8,33,-11,9
-10,-92,-82,50,36,-87,41,62,11,31,-17,1
-8,-94,-86,51,39,-90,45,63,12,31,-18,-8
-6,-97,-91,51,43,-94,49,60,10,29,-28,-17
-5,-99,-95,52,45,-97,50,61,12,26,-38,-25
2,-99,-102,48,52,-100,46,65,12,24,-42,-31
4,-101,-105,48,55,-103,45,67,13,21,-51,-35
7,-102,-110,47,59,-106,47,68,11,22,-48,-40
7,-102,-109,47,58,-106,44,67,10,22,-46,-41
2,-101,-103,50,53,-102,41,65,10,24,-43,-44
4,-100,-105,48,55,-102,40,64,10,24,-40,-48
5,-101,-107,48,56,-104,40,63,12,19,-49,-55
5,-106,-111,50,58,-109,42,63,12,18,-52,-58
2,-113,-115,55,59,-114,44,63,10,15,-62,-57
-1,-116,-115,58,57,-115,43,64,11,13,-65,-57
1,-113,-114,56,58,-114,39,66,10,14,-59,-55
1,-112,-114,55,58,-113,38,67,10,12,-61,-56
6,-109,-116,51,62,-113,42,69,9,11,-55,-59
11,-108,-120,48,66,-114,40,70,8,9,-56,-58
14,-108,-123,47,69,-116,38,73,10,7,-59,-58
17,-107,-124,45,71,-116,36,72,8,8,-55,-58
12,-108,-121,47,67,-114,34,68,5,6,-60,-59
10,-108,-118,49,64,-113,35,65,2,5,-58,-59
6,-109,-116,51,61,-112,37,61,-1,2,-64,-58
0,-110,-110,55,55,-110,35,59,-3,0,-70,-58
-4,-108,-105,56,51,-106,28,59,-7,1,-70,-58
-7,-108,-102,57,48,-105,25,57,-9,-2,-78,-57
-4,-108,-105,56,51,-106,25,58,-13,-5,-76,-56
0,-106,-107,53,54,-107,22,56,-18,-7,-79,-59
2,-105,-108,51,55,-106,18,53,-21,-7,-81,-66
8,-99,-107,45,58,-103,13,49,-25,-11,-82,-69
11,-91,-103,40,58,-97,8,42,-27,-20,-95,-71
13,-87,-100,37,57,-94,7,37,-29,-23,-97,-73
11,-85,-97,37,54,-91,7,31,-32,-25,-101,-72
11,-84,-95,36,53,-90,4,26,-35,-28,-106,-75
16,-81,-97,32,57,-89,-2,21,-40,-31,-106,-78
18,-79,-97,30,58,-88,-3,16,-43,-37,-114,-76
21,-76,-98,27,60,-87,0,14,-46,-42,-114,-72
20,-75,-95,27,58,-85,0,12,-49,-44,-114,-66
13,-75,-89,31,51,-82,1,12,-51,-43,-111,-61
13,-74,-87,30,50,-81,-3,10,-53,-43,-107,-57
10,-74,-85,32,48,-80,-10,6,-54,-49,-113,-56
9,-73,-83,32,47,-78,-11,2,-56,-52,-114,-58
8,-72,-81,32,44,-76,-9,-5,-60,-56,-122,-60
6,-71,-77,33,42,-74,-9,-9,-59,-61,-130,-63
8,-68,-76,30,43,-72,-13,-14,-59,-63,-133,-62
7,-68,-75,30,42,-72,-14,-18,-58,-68,-143,-67
9,-68,-78,29,44,-73,-11,-19,-60,-69,-143,-76
10,-68,-78,29,44,-73,-13,-24,-61,-73,-150,-82
7,-69,-77,31,42,-73,-14,-29,-60,-76,-158,-88
7,-67,-75,30,41,-71,-16,-34,-61,-78,-159,-91
3,-66,-69,31,36,-67,-18,-40,-62,-82,-168,-92
0,-63,-64,31,33,-64,-15,-42,-62,-84,-169,-93
-2,-61,-59,31,29,-60,-11,-44,-62,-87,-177,-91
-7,-61,-55,33,24,-58,-12,-48,-61,-87,-182,-90
-8,-60,-53,34,23,-57,-18,-53,-62,-82,-178,-87
-9,-59,-51,34,22,-55,-20,-57,-61,-82,-180,-86
-5,-56,-52,30,24,-54,-17,-58,-61,-80,-170,-85
-4,-55,-52,29,25,-54,-15,-61,-60,-78,-169,-85
-6,-58,-52,32,23,-55,-11,-62,-57,-76,-168,-87
-6,-59,-53,32,24,-56,-11,-63,-57,-72,-165,-86
-10,-61,-51,35,21,-56,-13,-64,-56,-70,-172,-85
-12,-63,-52,37,20,-57,-10,-64,-54,-66,-169,-85
-13,-65,-52,39,20,-58,-6,-66,-53,-64,-170,-85
-15,-64,-49,39,17,-56,-6,-67,-50,-62,-172,-83
-13,-58,-46,35,17,-52,-10,-66,-49,-59,-169,-77
-16,-56,-40,36,12,-48,-11,-66,-48,-59,-171,-74
-19,-54,-35,36,9,-45,-7,-62,-46,-56,-162,-73
-18,-53,-35,35,9,-44,-6,-61,-46,-56,-162,-74
-17,-55,-38,35,11,-46,-4,-60,-46,-57,-164,-79
-14,-53,-40,33,13,-47,-6,-58,-45,-55,-162,-81
-16,-53,-37,34,11,-45,-8,-57,-42,-55,-167,-84
-14,-53,-39,33,13,-46,-6,-56,-42,-55,-166,-85
-11,-54,-43,32,16,-48,-3,-58,-43,-57,-172,-84
-8,-52,-45,30,19,-49,0,-58,-44,-58,-174,-83
0,-47,-48,24,24,-48,1,-58,-47,-57,-169,-80
4,-45,-49,20,27,-47,0,-59,-46,-55,-171,-79
10,-42,-53,15,32,-47,1,-57,-44,-49,-164,-77
12,-39,-52,14,32,-46,-1,-59,-44,-47,-162,-71
8,-39,-47,15,28,-43,0,-60,-44,-45,-157,-65
8,-36,-44,14,26,-40,0,-57,-43,-42,-149,-58
5,-33,-38,14,22,-36,-1,-51,-40,-41,-149,-52
3,-32,-36,14,20,-34,2,-45,-39,-39,-143,-49
1,-32,-34,15,18,-33,5,-42,-39,-39,-147,-47
-2,-35,-34,18,16,-34,4,-40,-39,-41,-150,-48
-1,-37,-37,19,18,-37,-3,-40,-42,-42,-148,-48
-5,-41,-36,23,16,-38,-4,-41,-43,-43,-155,-48
-7,-43,-36,25,15,-39,-1,-40,-43,-40,-151,-49
-11,-44,-33,27,11,-38,-1,-40,-45,-39,-153,-47
-17,-45,-28,30,6,-37,0,-39,-47,-38,-153,-47
-14,-41,-28,27,7,-35,-1,-37,-48,-35,-148,-44
-11,-37,-27,23,8,-32,-4,-34,-47,-35,-150,-42
-5,-34,-30,19,13,-32,-1,-31,-46,-31,-145,-41
1,-32,-33,15,17,-33,4,-31,-44,-28,-147,-38
2,-31,-33,14,18,-32,8,-30,-41,-26,-147,-35
4,-28,-33,12,19,-31,8,-30,-39,-23,-142,-30
2,-27,-30,12,17,-29,8,-31,-36,-21,-142,-28
3,-26,-30,11,17,-28,10,-29,-35,-17,-132,-26
5,-23,-28,9,17,-26,12,-28,-33,-13,-128,-23
6,-20,-27,7,17,-24,18,-27,-31,-9,-125,-23
8,-18,-27,5,18,-22,19,-27,-29,-4,-118,-20
5,-19,-24,6,15,-22,16,-29,-26,-2,-121,-18
6,-17,-23,5,15,-20,17,-30,-27,1,-116,-15
7,-14,-22,3,15,-18,19,-32,-30,1,-119,-11
9,-12,-22,1,16,-17,19,-34,-30,-2,-121,-13
17,-10,-27,-4,22,-19,15,-35,-32,-7,-121,-16
18,-10,-29,-5,24,-20,14,-36,-32,-9,-125,-16
21,-10,-32,-6,27,-21,17,-32,-31,-6,-119,-15
22,-11,-34,-6,28,-22,18,-31,-32,-6,-120,-14
20,-12,-34,-4,27,-23,19,-29,-32,-5,-121,-16
23,-10,-34,-7,29,-22,18,-28,-33,-2,-115,-15
23,-6,-30,-9,27,-18,16,-27,-32,-1,-115,-13
20,-10,-31,-6,26,-20,19,-23,-31,2,-109,-12
14,-18,-33,2,24,-26,22,-20,-32,1,-111,-12
7,-27,-35,9,21,-31,22,-19,-31,4,-113,-14
6,-33,-39,13,23,-36,18,-21,-31,11,-111,-15
3,-38,-41,17,22,-39,16,-26,-31,10,-116,-19
3,-40,-44,18,24,-42,16,-32,-34,8,-113,-25
1,-44,-46,21,24,-45,16,-34,-37,4,-119,-25
-6,-51,-46,28,21,-49,17,-33,-38,2,-124,-26
-5,-51,-47,28,22,-49,13,-32,-40,0,-122,-25
-5,-49,-44,27,20,-47,5,-33,-41,-3,-126,-25
-3,-47,-45,25,21,-46,3,-34,-44,-5,-125,-30
-1,-46,-45,23,22,-46,2,-39,-49,-9,-133,-36
0,-50,-50,25,25,-50,-5,-41,-54,-15,-141,-39
5,-55,-61,25,33,-58,-18,-42,-62,-20,-145,-36
8,-59,-67,25,38,-63,-27,-45,-69,-26,-150,-34
15,-60,-75,22,46,-67,-34,-47,-78,-29,-141,-34
21,-59,-80,19,51,-70,-39,-50,-86,-33,-140,-33
24,-59,-83,17,54,-71,-40,-53,-92,-37,-139,-35
26,-57,-84,15,55,-71,-44,-54,-98,-40,-135,-36
21,-57,-78,18,50,-68,-49,-54,-101,-45,-141,-37
17,-57,-75,20,46,-66,-45,-53,-103,-46,-139,-39
11,-59,-70,24,41,-64,-36,-53,-104,-48,-143,-40
4,-61,-66,28,36,-64,-30,-51,-100,-48,-146,-40
3,-62,-66,29,35,-64,-28,-46,-96,-46,-145,-37
4,-63,-67,29,36,-65,-22,-44,-92,-45,-149,-38
12,-62,-74,25,43,-68,-13,-40,-90,-43,-142,-41
14,-63,-77,24,46,-70,-1,-36,-86,-41,-141,-41
12,-65,-78,26,45,-72,15,-31,-79,-38,-138,-41
9,-69,-78,29,44,-73,26,-24,-71,-34,-131,-40
0,-75,-75,37,38,-75,35,-16,-59,-32,-132,-38
-5,-78,-74,41,35,-76,46,-7,-49,-27,-123,-38
-9,-80,-72,44,32,-76,57,0,-39,-23,-121,-36
-12,-81,-70,46,30,-76,63,6,-30,-18,-119,-34
-9,-80,-72,44,32,-76,63,8,-24,-12,-115,-29
-12,-78,-67,45,28,-73,65,13,-16,-7,-115,-25
-12,-75,-63,43,26,-69,68,21,-10,1,-103,-21
-9,-71,-62,40,27,-67,70,24,-6,6,-97,-16
-4,-68,-64,36,30,-66,73,26,-3,12,-89,-12
3,-66,-69,31,36,-68,72,24,-2,15,-82,-10
5,-66,-71,30,38,-68,70,20,-1,14,-86,-12
7,-67,-74,30,41,-71,73,19,2,17,-82,-11
6,-69,-75,32,41,-72,79,17,6,17,-86,-9
3,-70,-74,33,39,-72,79,17,14,19,-86,-10
5,-68,-73,31,39,-70,74,18,23,23,-80,-11
1,-64,-66,31,34,-65,71,18,28,23,-81,-10
0,-58,-58,28,30,-58,71,19,29,26,-73,-8
-3,-54,-52,28,25,-53,71,20,28,29,-71,-6
-7,-53,-46,30,20,-50,74,22,28,33,-68,-7
-8,-50,-43,29,18,-47,71,22,27,37,-64,-5
-11,-48,-38,29,14,-43,64,20,28,37,-69,-4
-8,-44,-37,26,15,-41,63,19,28,39,-65,-2
-3,-40,-37,21,17,-38,64,15,27,38,-67,3
-3,-38,-35,20,16,-36,62,13,24,38,-68,4
-3,-36,-34,19,16,-35,55,10,19,37,-67,4
-7,-32,-26,19,10,-30,51,6,17,36,-71,3
